ID,Frase,"Valor
Real","Evento
Adverso"
3271, mano n entendo isso quando eu vejo me da arrepios e a glicose aumenta credo https twitter com picscomida status 759830340986871808 .,não tem,tem
3441, meu colega entro em coma alcoólico teve q toma 3 injeções d glicose o coração dele tava quase parando e chego n sala dizendo eu sou foda .,não tem,tem
3505, michgiglio nossa sim por favor quero morrer de coma de glicose cobrarei apenas me espere .,tem,tem
3563, minha glicose deve estar na morte .,não tem,tem
3566, minha glicose fica abaixando com esse calor e eu fico passando mal toda hr .,tem,tem
3567, minha glicose já caiu quase desmaiei tô morrendo de dor de cabeça td por causa desse show .,tem,tem
3727, na real me lembra um remédio pra febre que eu detestava ou algo que tem textura de lama e sabor de xarope de glicose .,não tem,tem
3921, nesse calor um açaí é super bem vindo né e se for sem xarope de glicose melhor ainda é super fácil de fazer http fb me 4oynfwidm .,não tem,tem
4021, nossa eu fui ali só pra pegar um exame de glicose e to morrendo de calor pqp .,não tem,tem
4044, notjorge eu tava em coma por causa da cantina quando acordei ele tava tentando enfiar uma agulha em mim pq ele ia injetar glicose .,não tem,tem
4072, nunca vou esquecer daquele quase morte quando eu fui fazer exame de sangue e minha glicose deu muito alterada .,não tem,tem
4120, o diabetes é uma doença crônica que se caracteriza por hiperglicemia glicose elevada no sangue causada pela http fb me 5x1a4ajvv .,não tem,tem
4196, o povo entra em coma alcoólico e acha que um chocolatezinho resolve que ir pra glicose endovenosa tá tudo certo .,não tem,tem
4372, ontem voltei do jogo explodindo de dor de cabeça disseram q tomar água com uma colher de glicose pura resolve mas onde encontro p comprar .,não tem,tem
4508, pelo menos nunca paguei esse micao de entra em coma alcoolico e ter q toma glicose na veia amém .,não tem,tem
4600, por mais que eu coma só salada cheik não jante faço hidro e pilates não emagreco 1 grama mas minha glicose está normal era o q queria .,não tem,tem
4668, pra que namoradinho se tenho mainha e painho p chegar c alto teor de glicose pra acabar c minha cólica .,não tem,tem
4701, preciso dormir tomei uma caixa de leite condensado minha glicose ta mt alta agora to hiperativa e com raiva e isso não é bom .,tem,tem
4735, prova de amor entra em coma alcoolico que eu entro junto com vc unidos na glicose .,não tem,tem
4820, quase entrei em coma agora há pouco por causa da hipoglicemia minha glicose foi a 40 .,não tem,tem
4821, quase morri de dor pra fazer o teste de glicose .,tem,tem
4931, queria comer chocolate até a morte maaas tenho que controlar minha glicose pra doar sangue amanhã .,não tem,tem
4950, queria tomar todas cachaças a ponto de entrar em coma alcoólico e tomar glicose no hospital .,não tem,tem
4978, railane f a essa altura estouno hospital em coma tomando glicose .,não tem,tem
5225, seria tipo gnt eu com falar da doença do glicose que o mosquito que rasteja meu nome é pro trabalho de artes da https twitter com imgmagcon status 704827135370928129 .,não tem,tem
5481, tava morrendo de fome e fraqueza e fiz uma bomba maravilhosa de glicose comer um sonho de valsa seguido de um laka desses pequenininhos 3 .,não tem,tem
5620, tipo entrar em coma alcóolico ir parar no hospital pra tomar glicose ou algo do tipo .,não tem,tem
5959, tomar injeção de glicose entrar em coma alcoólico várias piras .,tem,tem
6153, tomo glicose até não querer mais e medicamento pra dor na veia rapidinho melhoraaaaaa .,não tem,tem
6226, uiahiauhaiuha pelo que eu vi tem a ver com alergia calor ou glicose qualquer uma poide se aplicar no meu caso .,não tem,tem
6240, um dia depois de tomar uma seringa imensa de buscopan glicose na veia eu sigo normalmente com minha dor .,tem,tem
6254, um salve so para a rapaziada q ja tomou glicose na veia e quase entrou em coma alcoolico kkk .,tem,tem
6374, vc tá sem nada no estômago se entope de alimento com glicose e depois morre de tontura adoro ter uns problema mesmo .,não tem,tem
6399, venlafaxina x haloperidol http www interacaomedicamentosa com 2016 02 venlafaxina x haloperidol html spref tw farmacia saude farmacoterapia depressao ansiedade serotonina .,não tem,tem
1320, daniloarock cloridrato de hidroxizina é pra alergia mas da um efeito de sedativo menino parado louquíssima .,tem,tem
0, 0 5 é a dosagem mínima se você não tem alergia a ibuprofeno amanhã você vai acordar sem dor .,tem,tem
173, a melhor coisa a se fazer quando está com cólica é colocar uma bolsa de gelo tomar ibuprofeno e dormir .,não tem,tem
203, a pessoa ta quase chorando de tanta cólica o ibuprofeno não faz efeito faz o que deita no chão da sala da mãe e coloca os pes pra cima .,tem,tem
208, a princesinha aqui esqueceu de comprar ibuprofeno e acordou com cólica 3 am .,não tem,tem
280, acabo de passar em farmacologia e resolvo tomar 400 mg de ibuprofeno pra cólica de estômago vazio dois dias depois de ter uma lesão gástrica .,não tem,tem
506, aí vc tá morrendo de cólica é o milagre era tomar ibuprofeno mas vc vai em um nefro com seu pai e ele fala q antiflamatorios acabam os rins .,tem,tem
581, alguém me diz se ibuprofeno serve pra dor de cabeça eu to morrendo e só tenho isso .,não tem,tem
901, blodornbaby nimesulida ibuprofeno tem gosto de morte .,tem,tem
1081, cê acredita que ponstan não faz cócegas na dor só me deixa grogue aqui só ibuprofeno salva .,tem,tem
1179, com febre e cólica e vou ter q tomar o ibuprofeno gotas do meu irmão q a dosagem n faz nem cosquinha em mim pq n acho o comprimido .,não tem,tem
1207, comecei a ficar com dor de cabeça por causa do álcool meti um ibuprofeno nunca me senti tão bem na vida .,não tem,tem
2146, eu morrendo de dor de estomago e a pessoa me empurra um ibuprofeno quer me matar .,tem,tem
2253, eu tava c uma dor insuportável na boca por causa de duas malditas aftas pinguei ibuprofeno e funcionou de vdd jsjsddjdjdjd fiquei boba né .,não tem,tem
2254, eu tava com dor de cabeça aí não tinha comprimido aí eu tomei um vidrinho daquele de ibuprofeno em gotas será q eu vou morrer .,não tem,tem
2295, eu tenho o ibuprofeno eu acho ele é de dor etc é bom pra cólica .,não tem,tem
2311, eu tinha que ser garota propaganda do ibuprofeno cr tomo ibuprofeno pra dor de cabeça cólica febre alergia tudo kkkkkkkk .,tem,tem
2340, eu tô morrendo de cólica é minha mãe não quer deixar eu tomar o remédio pq ela viu em algum lugar que ibuprofeno tá fazendo mal .,não tem,tem
2350, eu tô sozinha em casa e tô morrendo de dor de garganta e de cabeça minha mãe falou pra eu tomar ibuprofeno .,não tem,tem
2452, faz uma semana que tô com uma dor insuportável no pescoço tá foda vou apelar pro ibuprofeno acho que é assim que se escreve uma pancada .,não tem,tem
2671, gente não consigo fazer nada com essa dor alguem me dá um ibuprofeno .,não tem,tem
2826, hoje foi o ibuprofeno que me salvou da dor de cabeça naramig não funcionou .,tem,tem
2857, ibuprofeno de 6 6 hrs serve pra dor e é antiinflamatório vai ajudar bastante .,não tem,tem
2862, ibuprofeno é bom pra cólica .,não tem,tem
2867, ibuprofeno é pra dor de cabeça .,não tem,tem
2868, ibuprofeno eu não conhecia estou com a mesma dor de cabeça fudida desde ontem vou tentar combinar os dois obrigada .,não tem,tem
3116, lá se foram as doses de morfina dolantina pra dor ibuprofeno pra febre e histamina pra coceira pic twitter com dv9oshwzqo .,não tem,tem
3409, meninas q estão com alergia a remédio e acharam q ibuprofeno n entrava na alergia e se foderam .,tem,tem
3719, na farmácia mesmo nem precisa de receita e tem o ibuprofeno 400 mg que é mt bom também pra cólica forte .,não tem,tem
4079, o anticoncepcional sim o ibuprofeno não porque é remédio pra dor e febre mesmo .,não tem,tem
4195, o plano era aproveitar a dor de cabeça para dormir mas eu tomei um comprimido de ibuprofeno e estou acordada sem dor .,tem,tem
4253, obrigada ibuprofeno por conseguir fazer eu dormir com essa cólica absurda .,não tem,tem
4257, obrigado zeavy consegues juntar a isso uma aspirina ou algo com ibuprofeno tou aqui com uma dor marada é a velhice a chegar .,não tem,tem
4426, para dor vc pode ir na farmácia e comprar ibuprofeno tenta pingar próximo do dente que ajuda muito .,não tem,tem
4435, paracetamol amiga ibuprofeno é mais pra febre e inflamação .,não tem,tem
4649, pra cólica ibuprofeno era o unico que me ajudava nas minhas .,não tem,tem
4650, pra completar minhas alegrias tô com enxaqueca e não tem ibuprofeno em casa .,não tem,tem
4666, pra que eu vou querer a poha de um ibuprofeno não tô com dor de cabeça merda .,não tem,tem
4800, quando nem o ibuprofeno acaba com a dor é sinal que a coisa tá feia .,não tem,tem
5080, scr que dó quando eu to com cólica ou qualquer tipo de dor durante esses dias eu tomo ibuprofeno o negócio é mágico .,não tem,tem
5098, se eu fosse mulher ia tá fudido a maioria dos remédios pra cólica tem base dipirona ibuprofeno e eu sou alérgico .,não tem,tem
5103, se eu não tivesse tomado azitromicina que é porreta e ibuprofeno eu ia estar morrendo de dor até agora .,não tem,tem
5539, tem vez que minha loucura da certo estava com uma dor bruta de cabeça e tomei 2 ibuprofeno de uma vez deu bom viu kkkk .,não tem,tem
5599, teu olho tá com uma inflamação chuchu faz compressa de água quente e toma ibuprofeno que vai passar e aliviar a dor rapidinho .,não tem,tem
5800, to perguntando pq na última enxaqueca tomei um paracetamol e um ibuprofeno com um intervalo de 40 minutos e fiquei desmaiando depois .,tem,tem
5812, to sentindo dor de cabeça desde quinta e não há ibuprofeno que resolva eu não aguento mais .,tem,tem
5890, toma ibuprofeno é o melhor remedio pra dor de dente .,não tem,tem
5891, toma ibuprofeno ibupril tbm tava com dor tomei e logo passou .,não tem,tem
5928, toma uma dipirona paracetamol se tive c dor no corpo toma ibuprofeno to com saudades .,não tem,tem
5958, tomar ibuprofeno ou benegripe passar a noite com dor ou acordar mais gripada ainda .,tem,tem
6446, você nem sonha mas às vezes eu tenho vontade de te encher de ibuprofeno pra você morrer de alergia .,tem,tem
6530, vou tomar mais um comprimido pq n tô aguentando de dor no dente cabeça coluna perna espero não ter uma overdose de ibuprofeno .,não tem,tem
5216, será que consigo vender meus imipramina tem alguém na depressão ou vive com ansiedade ai vendo baratin .,não tem,tem
1247, como q faz qd vce tá com uma dor intensa no peito e aparentemente é efeito colateral do isotretinoína .,tem,tem
2339, eu to me contorcendo de dor de cabeça não sei se é por isotretinoína ou por causa dr ventilador .,tem,tem
5940, tomando isotretinoína pela 4a vez na vida que merda a vida não pode comer não pode beber depressão o que faz pra animar acne .,tem,tem
